id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	CPD041_EVC1	CPD041_EVC2	CPD041_EVC3	CPD041_KGD001	CPD041_KGD002	CPD041_KGD003	CPD041_KGD005	CPD041_KGD007	CPD041_KGD008	CPD041_KGD009	CPD041_KGD010	CPD041_KGD011	CPD041_KGD013	CPD041_KGD014	CPD041_KGD015	CPD041_KGD016	CPD041_KGD017	CPD041_KGD018	CPD041_KGD019	CPD041_KGD021	CPD041_KGD022	CPD041_KGD023	CPD041_KGD025	CPD041_KGD026	CPD041_KGD028	CPD041_KGD031	CPD041_KGD032	CPD041_KGD033	CPD041_KGD034	CPD041_KGD035	CPD041_KGD036	CPD041_KGD037	CPD041_KGD038	CPD041_KGD040	CPD041_KGD041	CPD041_KGD042	CPD041_KGD043	CPD041_KGD044	CPD041_KGD045	CPD041_KGD048	CPD041_KGD051	CPD041_KGD052	CPD041_KGD057	CPD041_KGD058	CPD041_KGD064	CPD041_KGD066	CPD041_KGD069	CPD041_KGD070	CPD041_KGD075	CPD041_KGD076	CPD041_KGD077	CPD041_KGD078	CPD041_KGD079	CPD041_KGD080	CPD041_KGD081	CPD041_KGD082	CPD041_KGD083	CPD041_KGD084	CPD041_KGD085	CPD041_KGD086	CPD041_KGD087	CPD041_KGD088	CPD041_KGD089	CPD041_KGD090	CPD041_KGD091	CPD041_KGD092	CPD041_KGD093	CPD041_KGD094	CPD041_KGD095	CPD041_KGD096	CPD041_KGD097	CPD041_KGD098	CPD041_KGD099	CPD041_KGD101	CPD041_KGD102	CPD041_KGD103	CPD041_KGD104	CPD041_KGD105	CPD041_KGD106	CPD041_KGD107	CPD041_KGD108	CPD041_KGD109	CPD041_KGD110	CPD041_KGD111	CPD041_KGD112	CPD041_KGD113	CPD041_KGD114	CPD041_KGD115	CPD041_KGD116	CPD041_KGD117	CPD041_KGD118	CPD041_KGD119	CPD041_KGD120
F43	370.0945	62.82	61.64	63.99	40	15813059	1.0	0.99	1488	88	217024	224459	152832	129172	307809	105803	208460	150369	317115	136306	203341	84555	244748	298401	217967	114788	300478	210683	191862	130711	130060	191958	207808	354294	205795	237668	120988	143121	293087	131150	140158	238098	241155	86310	230678	177504	150488	141350	338399	136538	183423	145150	118502	105409	70413	131439	148378	193079	87323	124547	222015	139902	184008	295111	165683	160831	129798	132576	113629	151942	220146	0	245313	225205	0	233846	168615	172935	144573	91193	250505	73763	134020	0	100691	129120	257892	167328	135855	187483	144919	198958	177029	194471	87727	0	270396	197650	159046	0	155184	173263	294285
F44	374.0666	68.7	67.92	69.88	42	1608449	1.0	0.95	185	17	0	98723	0	95276	105546	94599	129233	0	95043	0	83477	0	0	0	0	77370	0	0	78846	0	0	0	0	0	0	0	0	91488	0	0	0	0	0	0	0	0	0	0	0	61284	0	0	0	0	0	0	0	0	0	0	0	126246	127012	87043	0	0	0	0	0	0	0	0	0	114407	0	0	0	0	0	0	0	0	0	0	0	0	85360	0	0	0	0	0	0	0	0	0	0	78496	0	0	0	0	0
F45	381.1447	60.27	59.48	61.05	48	107286	1.0	0.99	11	1	0	0	0	0	0	126692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F46	387.0957	59.88	59.09	60.86	54	414878	1.0	1.0	45	3	0	0	0	0	0	0	94105	0	201680	140253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F47	371.101	63.6	62.72	64.78	41	3043141	1.0	0.95	300	21	0	0	128548	0	0	0	0	0	0	0	0	191956	0	123993	0	151840	0	0	0	243452	0	0	0	0	0	111544	105327	0	0	0	0	0	131903	0	152062	0	0	0	174007	138757	0	0	0	117554	111038	0	172975	0	0	0	233628	0	0	0	0	0	0	0	267906	0	0	107695	93016	0	0	0	0	0	0	0	0	96191	0	0	106036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105713	0
F48	371.101	67.42	66.74	68.6	41	354425	0.97	0.9	34	15	0	0	59673	0	0	0	0	0	0	0	0	8211	0	0	0	33444	0	0	0	61539	0	0	0	0	0	0	0	0	0	0	0	0	1050	0	0	0	0	0	1101	59290	0	0	0	24121	1388	0	0	0	0	0	56807	0	0	0	0	0	0	0	37108	0	0	11215	3860	0	0	0	0	0	0	0	0	1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14545	0
F49	382.0781	56.64	55.85	57.81	49	824706	1.0	0.94	105	11	0	0	0	52081	0	0	96434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81966	0	0	0	0	0	0	92101	0	0	0	0	0	0	0	0	0	0	0	0	0	59362	0	0	0	0	89754	0	0	0	0	0	0	0	0	0	0	0	67932	0	0	54924	0	0	0	76699	0	0	0	96777	0	77676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F50	399.1347	64.97	64.09	66.15	55	12169237	1.0	0.97	1234	71	367401	172680	154094	120811	0	0	0	0	0	0	121951	361507	112296	145728	86518	150190	0	101862	0	161744	130254	79791	86464	0	263385	62289	119030	157690	189134	178215	175544	97277	168776	222979	0	291463	284792	129256	0	0	0	0	106082	238524	268186	251072	213158	159351	140993	206798	152285	141480	106487	0	277243	207927	88906	199475	199628	175166	92964	176994	179519	0	0	0	199500	125005	165570	118326	124970	257004	132103	0	232048	108511	0	136781	147817	187879	249592	201180	244840	144025	183140	179792	106199	95307	101222	0	177481	297586	0
F51	380.077	56.74	55.56	57.91	44	158338374	1.0	0.99	3189	93	1784821	1773509	1632054	1898649	1875453	1828054	1966370	1762890	1888287	1831270	1868468	1980760	1708808	1701196	1466781	1931123	1765080	1931072	1746893	1773728	1724963	1842651	1786590	1971647	1823649	1679019	1750267	1727683	1758339	1615388	1736530	1703881	1622602	1789247	1383120	1717544	1700181	1770866	1739922	1680957	1529290	1745543	1769267	1780408	1698965	1737784	1818692	1976834	1751560	1846751	1881485	1700945	1774477	1707900	1716105	1671779	1697671	1643735	1669906	1776876	1827142	1720770	1716868	1695220	219599	1732326	1751281	1732736	1753136	1754876	1924497	1667393	1703940	1178634	1723501	1605300	1665532	1372596	1672595	1656032	1686558	1703937	1714113	1584532	1591586	1665996	1768430	1684563	1673075	1497811	1673650	1561538	1734345
F52	380.077	63.41	62.23	64.58	44	6404994	0.61	0.99	7	92	72484	67045	51670	53643	83137	71623	107449	54306	75541	76495	89845	71620	73278	64652	51590	66855	82648	98372	87730	81511	88557	102722	93489	88097	90195	71395	67938	69537	69876	74899	80750	81001	71032	83683	34816	78492	67288	69662	54733	53942	59273	84666	122983	60592	71216	86755	53889	104345	78287	92147	76578	51060	63020	67215	68991	74780	76824	61488	67625	78028	80557	53720	63935	50882	0	60647	63649	71435	63326	64225	92238	61479	69900	155713	55058	36441	45843	87722	55997	57536	56747	62650	66466	57457	46952	70743	54229	49562	43622	48723	64718	37055	51706
F53	382.112	57.81	57.32	58.99	50	3419130	1.0	0.92	352	33	110274	73503	140013	60878	0	72592	0	223753	81187	0	98411	108114	0	0	0	121120	0	0	0	119014	83894	0	0	121167	0	67633	0	0	0	0	0	0	104975	0	124252	0	0	74705	124014	119038	0	0	91770	0	68622	0	123118	0	0	0	126885	82238	0	0	0	0	0	0	69083	0	0	0	0	0	0	0	94409	0	0	0	136681	76799	0	0	123216	115881	0	0	0	0	0	0	0	0	96336	88359	0	0	0	0	0	115196	0
F54	402.059	56.74	55.85	57.91	56	508772	1.0	0.97	45	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90095	0	0	74405	0	0	0	0	125797	0	0	0	0	0	0	0	0	0	0	0	117131	0	0	0	125450	0	0	0
F55	383.1067	63.6	62.82	64.78	51	2188554	1.0	0.97	229	19	97444	0	0	0	158566	0	126534	0	89252	0	0	0	0	0	0	0	0	0	107323	0	0	0	135299	118650	102633	0	0	0	0	0	0	0	0	0	0	0	0	0	96732	0	0	130227	0	0	0	0	0	90863	0	0	0	0	105882	0	0	0	0	0	0	0	0	0	0	131717	0	73260	0	0	0	0	128188	0	0	0	0	0	101130	0	0	111600	0	0	0	0	0	0	0	148744	0	0	0	0	155510
F56	408.1559	57.91	57.03	59.09	57	1931943	1.0	0.96	185	13	183319	0	0	0	0	0	0	0	0	0	0	0	0	177805	0	0	0	0	0	0	0	0	0	0	110796	0	0	0	129614	0	0	0	0	0	109969	152284	141613	0	0	0	0	0	0	0	94046	0	225203	0	0	0	0	0	0	0	0	0	0	0	119786	230226	0	0	110479	0	0	0	0	0	0	0	168803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F57	386.1027	67.42	66.84	68.31	52	88635	1.0	0.96	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F58	410.0876	55.56	54.58	56.74	60	67678319	1.0	0.98	6281	92	853757	983634	896517	716736	958921	842544	1068655	322540	901080	690564	914772	463088	762430	811158	765282	738493	847746	929704	895716	849998	715655	916134	830403	463751	840576	556740	531291	885170	770074	693388	720224	753544	748763	713329	0	755871	688008	670102	356769	924808	717979	861972	868224	680537	715600	679611	491670	820490	790928	835392	972222	885103	1005688	878417	735188	774002	791868	769637	847701	608077	757754	396883	836412	947345	102562	859371	677392	807197	801969	703457	735038	628176	773714	325818	544206	649141	924186	513902	559381	732360	832077	784624	882867	797337	559975	440678	785128	762635	655257	258493	695247	621346	871150
F59	410.0876	61.05	60.27	62.13	60	4244023	0.77	0.97	31	91	49659	61811	41295	35410	52730	52535	77441	6300	58087	45020	63655	25897	49657	48973	46521	43323	59287	73649	65333	70282	59989	74103	64275	29345	67892	36624	35757	52839	47829	54997	41735	56617	58173	54278	0	57146	45235	37259	9303	45592	40219	56918	76668	46731	46060	49476	22593	55507	44841	61297	65421	31958	60324	51902	45153	54552	56210	55013	58078	42118	55222	26911	50241	39954	0	55211	39510	53678	53758	45985	55211	37519	43666	61085	25335	19361	49559	26422	26385	45450	47863	55472	56522	47886	26657	36584	41539	19125	24579	8336	43847	24155	44103
F60	410.0876	62.82	62.33	63.7	60	661147	0.69	0.99	5	84	4081	11367	9173	5008	12061	13861	13340	0	7895	7600	11035	1032	4730	6695	11002	6053	12380	16531	15233	13488	7891	12174	15158	0	13171	0	1181	14154	6896	2431	7474	8764	6396	12263	0	11209	8384	3394	0	12603	12841	10163	10322	7352	7018	2386	0	8997	7771	9089	10571	12828	10230	10972	7097	7297	10127	12524	8194	3182	6199	1061	7289	15135	0	9249	4861	13316	10577	5228	3904	5546	8760	0	3824	1153	10071	1558	1163	3982	5443	11929	13139	3997	3588	1041	3754	4453	4717	0	7791	1061	7289
F61	381.0807	56.64	55.76	57.81	46	24242617	1.0	0.98	2442	92	285027	237342	207275	308261	304772	285855	338594	265569	245403	294851	269326	329105	267786	265885	220601	232865	225873	289265	295066	280586	276170	319022	298339	304133	274050	280863	208919	273526	273167	254022	293365	187402	228873	294966	178588	257842	266645	279174	201597	269971	235330	296927	295154	290788	265774	287714	309623	287834	291558	265469	295505	259663	238336	234555	253848	278261	274767	283392	283193	246172	250391	232312	293719	221550	0	277907	291730	284296	298879	287924	313590	271738	288739	186711	182968	256790	250704	240672	230922	257149	249152	267321	240161	198185	221246	273244	262255	266946	263864	212338	249389	233211	264810
F62	381.0807	58.7	58.41	59.58	46	112781	0.83	0.59	19	55	1190	0	0	0	4948	1199	5539	0	1004	3445	1477	0	1346	0	0	0	0	4310	1141	1217	1240	0	0	1210	1052	1664	0	1136	5958	1356	7285	2266	0	1919	0	3225	3144	0	0	1392	1221	3735	1079	3557	0	2365	0	0	0	0	1329	0	1126	2730	1161	4432	0	0	0	1349	4994	0	1755	1428	0	2935	1031	4781	2382	2186	0	1208	4014	0	0	0	3664	0	1059	1355	1131	1027	0	1252	1574	1080	0	0	0	1609	0	0	1569
F63	381.0807	63.41	62.91	64.09	46	450966	0.79	0.96	25	82	5084	0	1114	1094	7192	6259	13311	1036	2691	9242	3613	5653	2323	5647	0	0	5883	12071	9468	8398	10260	10065	12196	4939	1711	3859	3999	5675	4235	3736	3668	4458	6315	8049	0	5593	6893	6392	2551	2246	5450	2607	17044	7930	1273	7782	2539	9885	8183	4282	4656	2670	0	1171	4678	9011	8282	8578	5886	1109	1400	1223	3744	3373	0	4737	7129	7606	0	5144	4281	6922	7641	26692	0	0	3915	14806	2435	3712	1026	3143	4016	2356	0	7799	1314	7026	0	3181	4564	1059	3787
F64	408.1674	55.56	55.07	56.25	58	84905	1.0	0.97	11	1	0	0	0	0	0	0	0	100859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F65	386.1482	60.76	59.97	61.93	53	5801027	1.0	0.96	563	45	73703	139907	87355	104973	175000	0	0	0	153957	73259	89324	0	215705	0	0	0	147640	145286	0	0	0	93409	72881	226822	0	157660	106732	0	90249	0	0	124362	0	0	119103	0	0	119100	228571	0	138271	103228	0	0	0	0	0	153021	0	0	128409	0	0	198589	0	0	103176	0	0	98807	135914	0	123032	122380	0	139562	0	87309	0	104676	157961	0	0	0	0	99770	156618	0	0	65225	0	121985	0	90112	0	0	170799	219668	87686	0	73213	0	197618
F66	409.151	56.54	55.76	57.72	59	1274281	1.0	0.94	139	10	0	0	0	0	0	0	0	0	0	0	0	0	148264	0	0	0	0	0	0	0	174744	0	0	0	0	172249	83915	0	0	0	0	0	143615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138085	73444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123777	0	0	0	0	0	132363	0	104825	0	0	0	0	0	0
F67	381.1089	57.91	57.23	59.09	47	42691899	1.0	0.94	4050	91	663614	404128	859131	500025	215403	561867	255310	1296041	535382	338707	576413	693529	409204	395402	413821	735123	438865	312510	215793	662951	629030	295477	433342	927748	558067	630861	578354	485004	409659	489366	143970	224560	646277	411039	739349	337376	333619	463906	706817	731722	468593	251211	509830	386708	666515	417772	682279	340594	508765	460522	830749	708863	238170	482604	228592	0	431028	470436	654540	300860	391227	535913	362675	198080	0	207787	566298	331832	500510	408343	722699	528454	425207	101202	806169	729398	212119	180679	234098	204005	282696	422519	419213	354598	638649	591194	305648	471906	435053	128025	329029	621064	368217
F68	411.0907	55.56	54.78	56.74	61	10947257	1.0	0.97	1045	82	153309	148735	147701	123718	143832	158943	193609	0	149615	130368	147427	0	126424	138927	138417	137731	145423	174219	172311	156227	136306	149026	148243	0	160016	101514	71084	157117	144315	135948	124085	137643	136571	120180	0	127276	81074	118438	0	110768	130506	158474	159095	123482	118149	126814	0	149697	147417	147050	189666	165066	191735	128484	124077	121659	131851	101938	155865	104012	140949	0	149510	140457	0	124403	121936	144517	140224	128786	79178	112656	131509	0	67372	109685	177446	83242	77289	122089	153540	139438	144109	149118	102775	0	138869	105232	134101	0	112528	116064	99658
F69	411.0907	61.15	60.66	61.64	61	173733	0.84	0.9	22	61	0	3456	2490	0	3898	3566	11945	0	6391	0	1015	0	1215	2442	0	1028	2056	3853	5329	4553	4968	4277	3555	0	3785	1124	0	5780	2386	1286	2380	1167	2211	3684	0	2424	1042	0	0	1044	0	5011	5527	1087	0	0	0	2574	3347	3758	9539	1049	2716	1102	0	1523	3368	2412	3772	1181	8587	0	5626	2389	0	2712	0	1078	3403	1174	2151	1070	1568	0	0	0	2174	0	0	2514	2309	2172	1186	0	0	0	0	0	0	0	1178	0	1126
F70	422.1715	57.81	56.93	58.99	62	18143892	1.0	0.95	1661	67	194555	290663	568071	299978	518861	430012	463064	0	153351	268058	725256	87669	0	0	252130	223516	268373	287423	368068	882689	145052	383372	372482	0	219460	0	185695	252094	0	138379	0	91144	104959	0	81237	0	0	143428	420763	895855	242621	274185	277049	350671	201850	155287	0	189195	202542	191069	635153	328034	157048	267270	0	0	249823	148344	463870	0	0	126557	0	265427	0	122336	250192	100478	206521	373452	111774	247125	242047	0	161813	237389	219642	0	0	0	0	0	144200	139956	108024	0	155048	319005	174481	0	162775	0	247982
F71	444.1533	57.62	57.03	58.8	66	3368750	1.0	0.88	262	24	0	130859	180500	0	149716	122668	129150	0	0	0	216584	0	0	0	0	0	127674	0	130494	190669	0	143257	121907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137397	195646	0	0	102411	108424	0	0	0	0	0	0	194195	113457	0	163610	0	0	119935	0	159372	0	0	0	0	120242	0	0	0	0	0	120744	0	89068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119771	0	0	0	0	0
F72	423.1745	57.81	57.03	58.99	63	932375	1.0	0.94	85	8	0	0	102703	0	121430	0	105530	0	0	0	100215	0	0	0	0	0	0	0	0	189943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161685	0	0	0	0	0	0	0	0	0	0	105555	0	0	0	0	0	0	0	72433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F73	526.4277	26.83	26.44	27.22	72	1534743	0.09	0.85	258	93	15343	15921	15262	15411	18530	19107	18980	18938	18135	16124	16054	18396	18104	21281	18895	18063	15987	15871	15493	19035	17866	19631	16534	18677	15350	17595	18332	20313	17712	18398	18371	16926	18561	19820	17367	18974	17484	17998	18280	18263	17297	15368	17650	16629	15128	15604	15305	13324	17081	15512	16075	16950	16799	15294	16423	15026	16372	15894	12281	16901	15765	14956	16375	14864	15803	13847	13387	15635	15131	14614	14306	14931	16441	15018	16778	16257	13486	13174	14334	16227	14960	11944	18384	19022	18835	15271	16859	15541	15105	14948	18937	17992	16321
F74	526.4277	81.06	79.88	82.23	72	27041696	0.89	0.99	8	93	306684	294519	295695	280264	286731	283222	290200	284836	285221	286247	288520	279737	290536	296182	295586	295516	296863	292224	288044	284558	289577	295667	292181	288442	297851	299268	306034	292666	287570	290107	288834	293361	291806	296255	288192	289133	292731	291690	287422	285601	296964	290650	285892	287669	290500	287594	281054	280632	288950	292190	290417	283378	284638	286466	282934	286565	286495	290920	295414	292561	283924	287129	289882	286312	293053	295303	295254	288113	280708	289458	295459	281100	292727	307714	294486	289450	280498	292543	298916	297335	295347	289250	298679	302757	297540	291202	301669	284888	294337	301393	295444	295362	291808
F75	614.4795	26.54	26.44	27.22	78	1150070	0.09	0.86	193	93	13748	12298	14518	14085	13555	14198	14977	12928	13406	12332	10847	10214	12043	13420	13013	13458	13042	10100	10421	12752	12354	14026	15360	13273	14319	13058	14656	14620	14049	10305	14167	15081	12440	13521	14715	14299	14292	12227	12491	11178	13234	12445	13599	9519	11457	12060	10040	12713	13392	11911	10135	12812	12168	11459	11933	13652	9428	12559	12352	11429	13063	11741	11043	11889	12398	12445	9777	10808	12226	12567	11339	9633	11287	12282	11933	13406	11909	10575	12079	11490	12233	9255	12467	11804	12474	13305	12705	12849	11553	11725	14030	13278	13419
F76	614.4795	80.47	79.29	81.64	78	23033035	0.86	0.99	9	93	257048	245943	260143	247446	227411	245048	238357	233703	245944	247597	245354	243565	242526	253252	249613	249304	244509	246253	248056	240323	242681	258874	255262	245635	257906	251893	250737	244749	253455	247111	251309	241006	252002	246880	248608	232556	247324	238724	244133	236749	250360	247558	250341	250202	247594	251306	243668	243568	243412	250088	238313	235766	254383	245565	249215	250557	245434	247594	243318	250286	247158	248315	248383	239700	250991	242907	245380	255023	242043	245423	252619	244074	249557	255105	251099	240914	253143	244958	253247	242623	256693	251303	255799	260562	251281	254533	243270	248343	252447	260429	262271	258355	252570
F77	440.4065	73.51	72.33	74.68	64	121928326	1.0	0.97	208	93	1556329	1297594	1216262	1330429	1284798	1299615	1303448	1270878	1348100	1322208	1313424	1289548	1316698	1340227	1345198	1391741	1383424	1340378	1357578	1303682	1398268	1407334	1428713	1248237	1488054	1420745	1403210	1343189	1312359	1401484	1318691	1356590	1351796	1353385	1309059	1250722	1313374	1342787	1238403	1199618	1395193	1287872	1274347	1298488	1326931	1340155	1221667	1266866	1287311	1273708	1197537	1198483	1264173	1225450	1264310	1285732	1304641	1317588	1262737	1284172	1274410	1309341	1212436	1196940	1589162	1248271	1285891	1277457	1263283	1286967	1213717	1254696	1247132	1724569	1170145	1247751	1266203	1248967	1291864	1277899	1324904	1300111	1358050	1272258	1273112	1371843	1190359	1270961	1270990	1439802	1427103	1267104	1224690
F78	482.4018	26.64	26.44	27.22	67	1204517	0.09	0.85	207	92	15242	14234	12379	15124	13700	14573	16111	12934	15871	11705	10573	13367	15653	15954	14901	15103	13273	13691	13477	13350	13336	15917	15787	14998	14485	13727	15921	15187	15442	15986	14729	14828	15300	16216	15273	12241	13458	14116	12421	13149	12148	11901	12220	12762	12950	9632	11420	11573	12603	12477	13678	12095	11872	12601	12605	12408	10113	12918	10133	14325	12919	12440	11949	11864	11617	12712	12354	0	10665	14189	13413	12939	13118	12472	12648	11406	10816	11722	12978	12428	13478	11684	14133	13431	13945	13046	12254	10736	12658	11461	11042	11204	13630
F79	482.4018	81.25	80.07	82.43	67	22827275	0.83	0.99	7	92	264582	244586	252850	245957	239703	249086	248265	238815	252303	248588	250971	242088	243078	245612	256947	255390	247570	248618	249562	254589	249806	250183	249220	252167	249911	253343	253662	251865	251058	247155	255013	248535	251787	253186	251379	251723	249493	250970	244128	244676	248592	250214	246419	253308	252557	244476	242802	244810	245483	253418	242593	244064	238451	238534	247213	241416	248910	242738	252991	238479	247048	244793	244238	245260	257995	243286	249496	0	243917	247948	246517	235878	244614	257808	246052	238962	242896	246328	251417	247803	254037	254910	255986	253489	249831	253306	239548	242095	252723	256560	256003	243153	252490
F80	555.2053	70.27	69.58	71.25	73	129948	1.0	0.98	13	1	0	0	0	0	0	0	0	149794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F81	615.2116	67.23	66.45	68.41	79	2744493	1.0	0.9	298	30	99551	70891	0	57840	88677	0	126299	0	101242	0	0	89961	114508	107705	0	0	0	53516	0	0	0	0	86754	83959	0	0	84384	0	80386	0	0	0	110091	0	0	0	0	112761	75520	0	0	0	0	0	0	0	0	108328	0	0	0	96843	58025	0	0	0	0	0	0	0	0	0	111503	72575	0	0	0	0	0	0	81019	0	0	0	0	83227	0	0	0	0	0	0	98596	0	98430	0	114987	118369	0	0	0	85920	93626
F82	441.4104	73.6	72.43	74.78	65	33386460	1.0	0.95	2527	93	440166	301797	358565	377818	317028	364125	345267	367224	358561	346922	345293	358547	383407	391377	355158	390586	396909	347999	377092	373533	366992	390922	388715	356300	363186	379485	385052	280995	376841	406691	378828	378783	383262	378079	385607	335409	349633	313068	361740	346442	405896	315218	306336	360060	383935	364116	357621	361336	347527	371475	338987	350858	367043	327251	364663	317968	361872	369312	339873	352446	367000	338856	353677	350405	404125	369609	373122	364403	360815	290428	285315	355413	330337	436400	339469	305338	366582	380800	354649	365595	375046	291538	393573	368222	338870	399299	316041	332925	362887	407093	375311	328020	363100
F83	483.1372	72.13	71.25	73.21	68	3259743	1.0	0.97	312	33	89170	104267	0	127574	106617	122895	83978	0	84788	116091	87860	104451	102480	0	0	131559	96799	0	0	0	61557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71778	0	0	124071	0	97994	0	107838	0	0	0	0	84267	101894	65292	151714	129044	0	95985	0	0	0	0	82667	0	0	0	94798	0	0	0	0	0	74430	0	0	0	0	66259	128167	95130	0	0	0	0	0	0	0	0	0	0	109409	91313	0	0	0	88607
F84	622.1744	68.31	67.72	69.49	80	143921	1.0	0.94	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F85	570.4537	26.64	26.44	27.22	74	1432466	0.09	0.86	242	93	18491	16116	16058	16970	18877	17759	17155	14152	17377	15863	14313	15447	17780	18830	15590	18288	14498	15846	15113	14727	15532	17210	17007	17868	16168	13814	18965	17557	16689	17185	19566	15907	15504	16016	15075	16036	16863	17470	16703	15607	16158	16107	16522	15003	15844	16085	15531	13097	18469	16145	14246	16591	13732	14479	13897	15055	15487	15440	12234	13039	15123	14696	14670	14743	13979	15905	13136	11223	14477	14362	14416	13337	13945	9882	12076	12959	15602	13653	14680	15481	15550	14377	16825	16814	15904	14030	15474	15069	11678	15642	15763	16237	14605
F86	570.4537	80.96	79.78	82.13	74	26517498	0.89	0.99	8	93	301933	284379	295874	274914	277975	277701	287932	272376	286592	277829	286944	283794	272492	289309	290457	290992	290072	284025	278571	288748	287039	287466	292562	281153	300676	288512	288356	288233	280737	279810	286261	289970	286649	289006	282163	288195	289429	292800	284726	283424	292571	289325	280303	281917	280992	287398	283680	279895	283842	284250	281936	282651	281999	283999	283095	283851	283610	287975	285268	276578	284722	278549	274961	289232	290660	284094	286906	275362	287462	290185	278674	285517	285588	297026	290142	277714	283353	286166	286076	286165	291322	293627	300894	284542	284124	288922	277009	275119	280593	284316	291989	287202	289074
F87	484.2509	72.72	71.54	73.9	69	20439203	1.0	0.95	28	93	254859	217920	216100	222953	214237	219443	212881	212250	223592	220767	225105	214721	223694	228303	235711	228638	226650	222345	221700	224401	225839	231067	231894	212509	240929	233134	231760	223307	227446	234997	224033	229421	233727	223556	220293	204527	226650	222959	219833	211196	233588	224845	222497	222326	220060	221094	206530	217630	210949	218534	211954	203195	211715	207935	215233	216950	218189	216484	211682	221201	216198	215272	205962	203450	239550	210147	217828	216926	216766	215216	211937	208832	211913	247914	206120	201044	208566	222106	217499	205236	222163	212991	220885	222594	216955	220315	207531	218983	211020	236061	233643	222986	211656
F88	629.2058	65.27	64.48	66.45	81	268525	1.0	0.97	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
